location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Slovakia,2021-07-09,18-24,32.82,20.92
Slovakia,2021-07-09,25-49,38.81,32.1
Slovakia,2021-07-09,50-59,49.13,44.47
Slovakia,2021-07-09,60-69,60.11,56.84
Slovakia,2021-07-09,70-79,68.14,65.62
Slovakia,2021-07-09,80+,50.9,48.15
Slovakia,2021-07-16,18-24,34.58,23.55
Slovakia,2021-07-16,25-49,39.85,33.78
Slovakia,2021-07-16,50-59,49.89,45.66
Slovakia,2021-07-16,60-69,60.53,57.59
Slovakia,2021-07-16,70-79,68.41,66.17
Slovakia,2021-07-16,80+,51.12,48.5
Slovenia,2021-01-01,18-24,0.01,0.0
Slovenia,2021-01-01,25-49,0.07,0.0
Slovenia,2021-01-01,50-59,0.17,0.0
Slovenia,2021-01-01,60-69,0.2,0.0
Slovenia,2021-01-01,70-79,0.57,0.0
Slovenia,2021-01-01,80+,3.13,0.0
Slovenia,2021-01-08,18-24,0.44,0.0
Slovenia,2021-01-08,25-49,1.64,0.0
Slovenia,2021-01-08,50-59,2.33,0.0
Slovenia,2021-01-08,60-69,1.17,0.0
Slovenia,2021-01-08,70-79,1.26,0.0
Slovenia,2021-01-08,80+,4.76,0.0
Slovenia,2021-01-15,18-24,0.68,0.0
Slovenia,2021-01-15,25-49,2.08,0.01
Slovenia,2021-01-15,50-59,2.87,0.01
Slovenia,2021-01-15,60-69,1.48,0.01
Slovenia,2021-01-15,70-79,1.9,0.0
Slovenia,2021-01-15,80+,15.11,0.0
Slovenia,2021-01-22,18-24,0.75,0.07
Slovenia,2021-01-22,25-49,2.25,0.35
Slovenia,2021-01-22,50-59,3.1,0.62
Slovenia,2021-01-22,60-69,1.56,0.39
Slovenia,2021-01-22,70-79,2.04,0.7
Slovenia,2021-01-22,80+,16.86,3.41
Slovenia,2021-01-29,18-24,0.81,0.38
Slovenia,2021-01-29,25-49,2.32,1.5
Slovenia,2021-01-29,50-59,3.18,2.14
Slovenia,2021-01-29,60-69,1.6,1.06
Slovenia,2021-01-29,70-79,2.08,1.1
Slovenia,2021-01-29,80+,17.18,3.94
Slovenia,2021-02-05,18-24,0.84,0.6
Slovenia,2021-02-05,25-49,2.36,1.94
Slovenia,2021-02-05,50-59,3.22,2.72
Slovenia,2021-02-05,60-69,1.62,1.39
Slovenia,2021-02-05,70-79,2.11,1.69
Slovenia,2021-02-05,80+,17.82,13.78
Slovenia,2021-02-12,18-24,1.33,0.7
Slovenia,2021-02-12,25-49,2.63,2.13
Slovenia,2021-02-12,50-59,3.51,2.94
Slovenia,2021-02-12,60-69,1.75,1.47
Slovenia,2021-02-12,70-79,2.43,1.83
Slovenia,2021-02-12,80+,29.15,15.45
Slovenia,2021-02-19,18-24,1.73,0.76
Slovenia,2021-02-19,25-49,2.84,2.22
Slovenia,2021-02-19,50-59,3.87,3.05
Slovenia,2021-02-19,60-69,2.17,1.52
Slovenia,2021-02-19,70-79,4.45,1.89
Slovenia,2021-02-19,80+,42.3,16.1
Slovenia,2021-02-26,18-24,1.85,0.79
Slovenia,2021-02-26,25-49,3.06,2.27
Slovenia,2021-02-26,50-59,4.56,3.1
Slovenia,2021-02-26,60-69,3.28,1.55
Slovenia,2021-02-26,70-79,11.5,1.91
Slovenia,2021-02-26,80+,49.55,16.36
Slovenia,2021-03-05,18-24,2.06,0.86
Slovenia,2021-03-05,25-49,3.35,2.39
Slovenia,2021-03-05,50-59,5.66,3.23
Slovenia,2021-03-05,60-69,4.94,1.6
Slovenia,2021-03-05,70-79,16.85,2.11
Slovenia,2021-03-05,80+,51.86,25.06
Slovenia,2021-03-12,18-24,2.32,0.9
Slovenia,2021-03-12,25-49,4.58,2.46
Slovenia,2021-03-12,50-59,8.56,3.33
Slovenia,2021-03-12,60-69,8.18,1.67
Slovenia,2021-03-12,70-79,18.28,4.01
Slovenia,2021-03-12,80+,53.12,39.62
Slovenia,2021-03-19,18-24,2.35,0.92
Slovenia,2021-03-19,25-49,4.78,2.49
Slovenia,2021-03-19,50-59,8.95,3.36
Slovenia,2021-03-19,60-69,8.46,1.71
Slovenia,2021-03-19,70-79,21.52,10.46
Slovenia,2021-03-19,80+,54.53,46.66
Slovenia,2021-03-26,18-24,2.73,0.94
Slovenia,2021-03-26,25-49,5.99,2.51
Slovenia,2021-03-26,50-59,11.34,3.39
Slovenia,2021-03-26,60-69,10.97,1.8
Slovenia,2021-03-26,70-79,32.96,13.73
Slovenia,2021-03-26,80+,56.63,48.38
Slovenia,2021-04-02,18-24,2.89,0.94
Slovenia,2021-04-02,25-49,6.75,2.52
Slovenia,2021-04-02,50-59,12.63,3.41
Slovenia,2021-04-02,60-69,15.24,1.84
Slovenia,2021-04-02,70-79,50.3,16.31
Slovenia,2021-04-02,80+,57.89,49.81
Slovenia,2021-04-09,18-24,2.94,0.95
Slovenia,2021-04-09,25-49,6.85,2.54
Slovenia,2021-04-09,50-59,12.99,3.44
Slovenia,2021-04-09,60-69,28.75,1.89
Slovenia,2021-04-09,70-79,56.94,17.25
Slovenia,2021-04-09,80+,58.85,50.6
Slovenia,2021-04-16,18-24,3.02,0.96
Slovenia,2021-04-16,25-49,7.03,2.56
Slovenia,2021-04-16,50-59,13.57,3.49
Slovenia,2021-04-16,60-69,37.29,2.23
Slovenia,2021-04-16,70-79,60.42,28.66
Slovenia,2021-04-16,80+,59.63,53.01
Slovenia,2021-04-23,18-24,5.76,1.0
Slovenia,2021-04-23,25-49,7.96,2.61
Slovenia,2021-04-23,50-59,16.54,3.62
Slovenia,2021-04-23,60-69,42.01,3.98
Slovenia,2021-04-23,70-79,62.38,41.77
Slovenia,2021-04-23,80+,60.35,54.06
Slovenia,2021-04-30,18-24,5.97,1.2
Slovenia,2021-04-30,25-49,8.24,2.7
Slovenia,2021-04-30,50-59,17.96,3.87
Slovenia,2021-04-30,60-69,45.15,12.12
Slovenia,2021-04-30,70-79,63.65,50.84
Slovenia,2021-04-30,80+,60.94,54.91
Slovenia,2021-05-07,18-24,6.32,1.54
Slovenia,2021-05-07,25-49,9.47,3.11
Slovenia,2021-05-07,50-59,28.89,4.56
Slovenia,2021-05-07,60-69,49.1,20.01
Slovenia,2021-05-07,70-79,65.69,57.14
Slovenia,2021-05-07,80+,61.99,55.83
Slovenia,2021-05-14,18-24,7.87,2.37
Slovenia,2021-05-14,25-49,14.08,4.38
Slovenia,2021-05-14,50-59,35.79,5.83
Slovenia,2021-05-14,60-69,52.41,25.52
Slovenia,2021-05-14,70-79,67.58,59.55
Slovenia,2021-05-14,80+,63.15,56.65
Slovenia,2021-05-21,18-24,11.97,3.14
Slovenia,2021-05-21,25-49,19.81,5.87
Slovenia,2021-05-21,50-59,40.08,9.22
Slovenia,2021-05-21,60-69,54.97,32.32
Slovenia,2021-05-21,70-79,69.28,61.56
Slovenia,2021-05-21,80+,64.25,57.58
Slovenia,2021-05-28,18-24,13.47,3.88
Slovenia,2021-05-28,25-49,21.56,7.34
Slovenia,2021-05-28,50-59,42.97,20.48
Slovenia,2021-05-28,60-69,57.1,38.55
Slovenia,2021-05-28,70-79,70.65,63.91
Slovenia,2021-05-28,80+,65.29,58.53
Slovenia,2021-06-04,18-24,18.18,5.86
Slovenia,2021-06-04,25-49,26.21,11.05
Slovenia,2021-06-04,50-59,46.65,29.37
Slovenia,2021-06-04,60-69,59.01,45.18
Slovenia,2021-06-04,70-79,71.85,65.74
Slovenia,2021-06-04,80+,66.32,59.48
Slovenia,2021-06-11,18-24,22.94,8.57
Slovenia,2021-06-11,25-49,30.15,15.6
Slovenia,2021-06-11,50-59,48.76,34.51
Slovenia,2021-06-11,60-69,60.28,49.53
Slovenia,2021-06-11,70-79,72.73,67.03
Slovenia,2021-06-11,80+,67.13,60.1
Slovenia,2021-06-18,18-24,25.93,11.21
Slovenia,2021-06-18,25-49,32.03,18.62
Slovenia,2021-06-18,50-59,49.96,37.63
Slovenia,2021-06-18,60-69,61.2,52.24
Slovenia,2021-06-18,70-79,73.44,67.98
Slovenia,2021-06-18,80+,67.69,60.71
Slovenia,2021-06-25,18-24,27.28,14.6
Slovenia,2021-06-25,25-49,32.86,21.92
Slovenia,2021-06-25,50-59,50.7,41.47
Slovenia,2021-06-25,60-69,61.82,54.92
Slovenia,2021-06-25,70-79,73.93,69.21
Slovenia,2021-06-25,80+,68.03,61.29
Slovenia,2021-07-02,18-24,28.58,19.42
Slovenia,2021-07-02,25-49,33.67,25.86
Slovenia,2021-07-02,50-59,51.43,44.26
Slovenia,2021-07-02,60-69,62.47,57.18
Slovenia,2021-07-02,70-79,74.45,70.11
Slovenia,2021-07-02,80+,68.41,61.95
Slovenia,2021-07-09,18-24,29.81,23.18
Slovenia,2021-07-09,25-49,34.63,28.64
Slovenia,2021-07-09,50-59,52.48,46.23
Slovenia,2021-07-09,60-69,63.5,58.7
Slovenia,2021-07-09,70-79,75.3,70.92
Slovenia,2021-07-09,80+,68.93,62.39
Slovenia,2021-07-16,18-24,31.44,25.77
Slovenia,2021-07-16,25-49,36.02,30.45
Slovenia,2021-07-16,50-59,53.96,47.58
Slovenia,2021-07-16,60-69,64.68,59.67
Slovenia,2021-07-16,70-79,76.21,71.54
Slovenia,2021-07-16,80+,69.46,62.8
Spain,2021-01-08,18-24,0.29,0.0
Spain,2021-01-08,25-49,0.81,0.0
Spain,2021-01-08,50-59,1.03,0.0
Spain,2021-01-08,60-69,0.81,0.0
Spain,2021-01-08,70-79,0.71,0.0
Spain,2021-01-08,80+,4.67,0.0
Spain,2021-01-15,18-24,0.75,0.0
Spain,2021-01-15,25-49,2.17,0.0
Spain,2021-01-15,50-59,2.71,0.0
Spain,2021-01-15,60-69,2.05,0.0
Spain,2021-01-15,70-79,1.08,0.01
Spain,2021-01-15,80+,6.98,0.03
Spain,2021-01-22,18-24,1.03,0.05
Spain,2021-01-22,25-49,2.88,0.14
Spain,2021-01-22,50-59,3.63,0.2
Spain,2021-01-22,60-69,2.72,0.16
Spain,2021-01-22,70-79,1.21,0.2
Spain,2021-01-22,80+,7.74,1.19
Spain,2021-01-29,18-24,1.14,0.25
Spain,2021-01-29,25-49,3.11,0.71
Spain,2021-01-29,50-59,3.94,0.93
Spain,2021-01-29,60-69,2.94,0.73
Spain,2021-01-29,70-79,1.27,0.64
Spain,2021-01-29,80+,8.04,4.23
Spain,2021-02-05,18-24,1.27,0.63
Spain,2021-02-05,25-49,3.32,1.9
Spain,2021-02-05,50-59,4.18,2.4
Spain,2021-02-05,60-69,3.1,1.83
Spain,2021-02-05,70-79,1.33,0.99
Spain,2021-02-05,80+,8.34,6.37
Spain,2021-02-12,18-24,1.55,0.94
Spain,2021-02-12,25-49,3.91,2.69
Spain,2021-02-12,50-59,4.79,3.42
Spain,2021-02-12,60-69,3.48,2.57
Spain,2021-02-12,70-79,1.41,1.15
Spain,2021-02-12,80+,8.97,7.28
Spain,2021-02-19,18-24,2.08,1.1
Spain,2021-02-19,25-49,4.76,3.01
Spain,2021-02-19,50-59,5.68,3.83
Spain,2021-02-19,60-69,4.0,2.85
Spain,2021-02-19,70-79,1.65,1.22
Spain,2021-02-19,80+,14.25,7.67
Spain,2021-02-26,18-24,2.72,1.2
Spain,2021-02-26,25-49,6.17,3.17
Spain,2021-02-26,50-59,6.82,4.01
Spain,2021-02-26,60-69,4.55,2.99
Spain,2021-02-26,70-79,2.16,1.28
Spain,2021-02-26,80+,25.47,8.0
Spain,2021-03-05,18-24,3.22,1.36
Spain,2021-03-05,25-49,7.71,3.52
Spain,2021-03-05,50-59,7.92,4.43
Spain,2021-03-05,60-69,4.91,3.3
Spain,2021-03-05,70-79,2.67,1.36
Spain,2021-03-05,80+,39.05,8.62
Spain,2021-03-12,18-24,3.83,1.66
Spain,2021-03-12,25-49,9.06,3.99
Spain,2021-03-12,50-59,9.18,5.03
Spain,2021-03-12,60-69,5.1,3.86
Spain,2021-03-12,70-79,2.98,1.59
Spain,2021-03-12,80+,48.24,13.69
Spain,2021-03-19,18-24,3.99,1.94
Spain,2021-03-19,25-49,9.28,4.35
Spain,2021-03-19,50-59,9.39,5.52
Spain,2021-03-19,60-69,5.21,4.43
Spain,2021-03-19,70-79,3.16,2.05
Spain,2021-03-19,80+,54.62,23.75
Spain,2021-03-26,18-24,4.71,2.09
Spain,2021-03-26,25-49,10.33,4.54
Spain,2021-03-26,50-59,10.93,5.79
Spain,2021-03-26,60-69,8.07,4.79
Spain,2021-03-26,70-79,3.49,2.55
Spain,2021-03-26,80+,64.45,36.9
Spain,2021-04-02,18-24,5.08,2.13
Spain,2021-04-02,25-49,10.94,4.61
Spain,2021-04-02,50-59,11.87,5.89
Spain,2021-04-02,60-69,14.74,4.93
Spain,2021-04-02,70-79,5.06,2.82
Spain,2021-04-02,80+,79.56,44.68
Spain,2021-04-09,18-24,5.39,2.19
Spain,2021-04-09,25-49,11.24,4.68
Spain,2021-04-09,50-59,12.39,6.0
Spain,2021-04-09,60-69,26.91,5.08
Spain,2021-04-09,70-79,19.67,3.03
Spain,2021-04-09,80+,94.7,51.71
Spain,2021-04-16,18-24,5.48,2.26
Spain,2021-04-16,25-49,11.39,4.77
Spain,2021-04-16,50-59,12.69,6.11
Spain,2021-04-16,60-69,37.52,5.23
Spain,2021-04-16,70-79,44.08,3.3
Spain,2021-04-16,80+,98.37,60.79
Spain,2021-04-23,18-24,5.59,2.3
Spain,2021-04-23,25-49,11.57,4.83
Spain,2021-04-23,50-59,13.05,6.2
Spain,2021-04-23,60-69,45.55,5.46
Spain,2021-04-23,70-79,65.17,5.02
Spain,2021-04-23,80+,99.79,76.47
Spain,2021-04-30,18-24,5.72,2.38
Spain,2021-04-30,25-49,11.75,4.91
Spain,2021-04-30,50-59,13.38,6.32
Spain,2021-04-30,60-69,55.74,6.32
Spain,2021-04-30,70-79,83.69,20.65
Spain,2021-04-30,80+,100.58,92.63
Spain,2021-05-07,18-24,5.94,2.46
Spain,2021-05-07,25-49,12.01,5.05
Spain,2021-05-07,50-59,15.88,6.51
Spain,2021-05-07,60-69,74.89,6.97
Spain,2021-05-07,70-79,92.46,43.84
Spain,2021-05-07,80+,101.09,96.98
Spain,2021-05-14,18-24,6.25,2.57
Spain,2021-05-14,25-49,12.48,5.25
Spain,2021-05-14,50-59,27.23,7.0
Spain,2021-05-14,60-69,84.52,7.63
Spain,2021-05-14,70-79,95.13,64.97
Spain,2021-05-14,80+,101.48,98.59
Spain,2021-05-21,18-24,6.66,2.7
Spain,2021-05-21,25-49,13.0,5.47
Spain,2021-05-21,50-59,43.57,8.33
Spain,2021-05-21,60-69,87.8,9.92
Spain,2021-05-21,70-79,96.29,81.96
Spain,2021-05-21,80+,101.75,99.33
Spain,2021-05-28,18-24,6.91,3.05
Spain,2021-05-28,25-49,13.45,6.27
Spain,2021-05-28,50-59,59.05,11.72
Spain,2021-05-28,60-69,89.53,16.03
Spain,2021-05-28,70-79,96.95,90.96
Spain,2021-05-28,80+,101.94,99.82
Spain,2021-06-04,18-24,7.2,3.81
Spain,2021-06-04,25-49,15.26,8.19
Spain,2021-06-04,50-59,75.66,22.91
Spain,2021-06-04,60-69,90.83,21.73
Spain,2021-06-04,70-79,97.32,93.95
Spain,2021-06-04,80+,102.08,100.18
Spain,2021-06-11,18-24,7.5,4.59
Spain,2021-06-11,25-49,22.29,10.3
Spain,2021-06-11,50-59,83.8,39.02
Spain,2021-06-11,60-69,92.0,25.17
Spain,2021-06-11,70-79,97.58,95.31
Spain,2021-06-11,80+,102.21,100.45
Spain,2021-06-18,18-24,7.82,5.4
Spain,2021-06-18,25-49,31.58,12.12
Spain,2021-06-18,50-59,86.64,53.32
Spain,2021-06-18,60-69,93.08,29.92
Spain,2021-06-18,70-79,97.77,96.02
Spain,2021-06-18,80+,102.3,100.64
Spain,2021-06-25,18-24,8.25,6.11
Spain,2021-06-25,25-49,40.43,14.86
Spain,2021-06-25,50-59,88.04,69.22
Spain,2021-06-25,60-69,93.77,40.87
Spain,2021-06-25,70-79,97.89,96.38
Spain,2021-06-25,80+,102.37,100.77
Spain,2021-07-02,18-24,9.59,6.77
Spain,2021-07-02,25-49,49.63,21.39
Spain,2021-07-02,50-59,89.21,77.62
Spain,2021-07-02,60-69,94.47,53.64
Spain,2021-07-02,70-79,98.03,96.67
Spain,2021-07-02,80+,102.44,100.89
Spain,2021-07-09,18-24,13.55,7.44
Spain,2021-07-09,25-49,56.86,29.59
Spain,2021-07-09,50-59,90.04,80.56
Spain,2021-07-09,60-69,95.06,68.96
Spain,2021-07-09,70-79,98.13,96.87
Spain,2021-07-09,80+,102.5,100.97
Spain,2021-07-16,18-24,19.91,8.14
Spain,2021-07-16,25-49,63.3,37.54
Spain,2021-07-16,50-59,90.69,82.18
Spain,2021-07-16,60-69,95.6,79.21
Spain,2021-07-16,70-79,98.22,97.03
Spain,2021-07-16,80+,102.55,101.03
Sweden,2021-01-01,18-24,0.0,0.0
Sweden,2021-01-01,25-49,0.0,0.0
Sweden,2021-01-01,50-59,0.01,0.0
Sweden,2021-01-01,60-69,0.01,0.0
Sweden,2021-01-01,70-79,0.04,0.0
Sweden,2021-01-01,80+,0.29,0.0
Sweden,2021-01-08,18-24,0.07,0.0
Sweden,2021-01-08,25-49,0.15,0.0
Sweden,2021-01-08,50-59,0.33,0.0
Sweden,2021-01-08,60-69,0.36,0.0
Sweden,2021-01-08,70-79,0.87,0.0
Sweden,2021-01-08,80+,5.42,0.0
Sweden,2021-01-15,18-24,0.32,0.0
Sweden,2021-01-15,25-49,0.71,0.0
Sweden,2021-01-15,50-59,1.23,0.0
Sweden,2021-01-15,60-69,1.14,0.0
Sweden,2021-01-15,70-79,1.8,0.0
Sweden,2021-01-15,80+,10.6,0.01
Sweden,2021-01-22,18-24,0.78,0.01
Sweden,2021-01-22,25-49,1.63,0.02
Sweden,2021-01-22,50-59,2.63,0.05
Sweden,2021-01-22,60-69,2.33,0.07
Sweden,2021-01-22,70-79,2.91,0.19
Sweden,2021-01-22,80+,15.74,1.26
Sweden,2021-01-29,18-24,1.12,0.03
Sweden,2021-01-29,25-49,2.18,0.09
Sweden,2021-01-29,50-59,3.53,0.2
Sweden,2021-01-29,60-69,3.09,0.26
Sweden,2021-01-29,70-79,3.6,0.65
Sweden,2021-01-29,80+,18.86,4.02
Sweden,2021-02-05,18-24,1.31,0.19
Sweden,2021-02-05,25-49,2.49,0.44
Sweden,2021-02-05,50-59,4.04,0.81
Sweden,2021-02-05,60-69,3.57,0.79
Sweden,2021-02-05,70-79,4.2,1.36
Sweden,2021-02-05,80+,21.42,8.12
Sweden,2021-02-12,18-24,1.53,0.42
Sweden,2021-02-12,25-49,2.8,0.93
Sweden,2021-02-12,50-59,4.51,1.6
Sweden,2021-02-12,60-69,4.02,1.52
Sweden,2021-02-12,70-79,4.85,2.27
Sweden,2021-02-12,80+,24.58,12.77
Sweden,2021-02-19,18-24,1.96,0.83
Sweden,2021-02-19,25-49,3.34,1.7
Sweden,2021-02-19,50-59,5.32,2.81
Sweden,2021-02-19,60-69,4.69,2.52
Sweden,2021-02-19,70-79,5.8,3.11
Sweden,2021-02-19,80+,28.45,16.39
Sweden,2021-02-26,18-24,2.51,1.13
Sweden,2021-02-26,25-49,4.07,2.18
Sweden,2021-02-26,50-59,6.37,3.58
Sweden,2021-02-26,60-69,5.63,3.16
Sweden,2021-02-26,70-79,7.05,3.68
Sweden,2021-02-26,80+,35.12,18.82
Sweden,2021-03-05,18-24,3.24,1.26
Sweden,2021-03-05,25-49,5.29,2.41
Sweden,2021-03-05,50-59,7.99,3.96
Sweden,2021-03-05,60-69,6.98,3.55
Sweden,2021-03-05,70-79,8.73,4.24
Sweden,2021-03-05,80+,44.67,21.37
Sweden,2021-03-12,18-24,3.92,1.35
Sweden,2021-03-12,25-49,6.32,2.56
Sweden,2021-03-12,50-59,9.3,4.2
Sweden,2021-03-12,60-69,8.32,3.92
Sweden,2021-03-12,70-79,11.57,5.04
Sweden,2021-03-12,80+,59.84,24.79
Sweden,2021-03-19,18-24,4.07,1.44
Sweden,2021-03-19,25-49,6.53,2.7
Sweden,2021-03-19,50-59,9.61,4.45
Sweden,2021-03-19,60-69,8.83,4.4
Sweden,2021-03-19,70-79,15.05,6.14
Sweden,2021-03-19,80+,72.04,30.38
Sweden,2021-03-26,18-24,4.17,1.51
Sweden,2021-03-26,25-49,6.65,2.82
Sweden,2021-03-26,50-59,9.81,4.67
Sweden,2021-03-26,60-69,9.32,4.99
Sweden,2021-03-26,70-79,21.45,7.54
Sweden,2021-03-26,80+,81.89,37.95
Sweden,2021-04-02,18-24,4.25,1.57
Sweden,2021-04-02,25-49,6.76,2.91
Sweden,2021-04-02,50-59,9.99,4.84
Sweden,2021-04-02,60-69,10.29,5.42
Sweden,2021-04-02,70-79,36.28,8.77
Sweden,2021-04-02,80+,88.0,46.39
Sweden,2021-04-09,18-24,4.34,1.62
Sweden,2021-04-09,25-49,6.86,3.01
Sweden,2021-04-09,50-59,10.15,5.01
Sweden,2021-04-09,60-69,13.23,5.8
Sweden,2021-04-09,70-79,56.34,10.74
Sweden,2021-04-09,80+,90.56,58.31
Sweden,2021-04-16,18-24,4.51,1.68
Sweden,2021-04-16,25-49,7.09,3.1
Sweden,2021-04-16,50-59,10.52,5.18
Sweden,2021-04-16,60-69,27.85,6.14
Sweden,2021-04-16,70-79,79.01,12.81
Sweden,2021-04-16,80+,92.08,64.96
Sweden,2021-04-23,18-24,4.94,1.73
Sweden,2021-04-23,25-49,7.63,3.17
Sweden,2021-04-23,50-59,12.3,5.3
Sweden,2021-04-23,60-69,51.04,6.42
Sweden,2021-04-23,70-79,88.72,14.16
Sweden,2021-04-23,80+,92.77,68.19
Sweden,2021-04-30,18-24,5.69,1.8
Sweden,2021-04-30,25-49,8.67,3.26
Sweden,2021-04-30,50-59,18.75,5.46
Sweden,2021-04-30,60-69,70.51,6.64
Sweden,2021-04-30,70-79,91.47,15.24
Sweden,2021-04-30,80+,93.15,69.77
Sweden,2021-05-07,18-24,6.77,1.97
Sweden,2021-05-07,25-49,10.64,3.52
Sweden,2021-05-07,50-59,30.16,5.86
Sweden,2021-05-07,60-69,80.09,7.18
Sweden,2021-05-07,70-79,92.54,20.35
Sweden,2021-05-07,80+,93.47,77.75
Sweden,2021-05-14,18-24,7.8,2.32
Sweden,2021-05-14,25-49,12.62,4.06
Sweden,2021-05-14,50-59,42.2,6.63
Sweden,2021-05-14,60-69,83.55,8.02
Sweden,2021-05-14,70-79,93.19,28.32
Sweden,2021-05-14,80+,93.69,82.88
Sweden,2021-05-21,18-24,8.65,2.93
Sweden,2021-05-21,25-49,14.7,4.91
Sweden,2021-05-21,50-59,53.64,7.86
Sweden,2021-05-21,60-69,85.14,10.58
Sweden,2021-05-21,70-79,93.67,39.69
Sweden,2021-05-21,80+,93.94,85.12
Sweden,2021-05-28,18-24,9.38,3.47
Sweden,2021-05-28,25-49,16.95,5.7
Sweden,2021-05-28,50-59,61.23,9.12
Sweden,2021-05-28,60-69,86.07,19.32
Sweden,2021-05-28,70-79,94.08,53.4
Sweden,2021-05-28,80+,94.06,86.39
Sweden,2021-06-04,18-24,9.98,4.24
Sweden,2021-06-04,25-49,19.84,6.78
Sweden,2021-06-04,50-59,68.87,11.65
Sweden,2021-06-04,60-69,86.95,36.35
Sweden,2021-06-04,70-79,94.42,63.15
Sweden,2021-06-04,80+,94.17,87.41
Sweden,2021-06-11,18-24,10.68,5.23
Sweden,2021-06-11,25-49,24.73,8.19
Sweden,2021-06-11,50-59,75.42,18.46
Sweden,2021-06-11,60-69,87.79,53.33
Sweden,2021-06-11,70-79,94.72,70.34
Sweden,2021-06-11,80+,94.28,88.2
Sweden,2021-06-18,18-24,11.49,6.35
Sweden,2021-06-18,25-49,31.42,10.24
Sweden,2021-06-18,50-59,79.87,29.47
Sweden,2021-06-18,60-69,88.42,66.61
Sweden,2021-06-18,70-79,94.96,79.75
Sweden,2021-06-18,80+,94.37,89.18
Sweden,2021-06-25,18-24,12.31,7.3
Sweden,2021-06-25,25-49,38.54,12.05
Sweden,2021-06-25,50-59,82.33,39.32
Sweden,2021-06-25,60-69,88.93,74.92
Sweden,2021-06-25,70-79,95.16,85.12
Sweden,2021-06-25,80+,94.44,89.76
Sweden,2021-07-02,18-24,15.37,8.14
Sweden,2021-07-02,25-49,48.96,14.16
Sweden,2021-07-02,50-59,84.03,50.22
Sweden,2021-07-02,60-69,89.38,80.21
Sweden,2021-07-02,70-79,95.34,89.01
Sweden,2021-07-02,80+,94.51,90.28
Sweden,2021-07-09,18-24,24.69,8.68
Sweden,2021-07-09,25-49,57.25,15.85
Sweden,2021-07-09,50-59,84.95,57.46
Sweden,2021-07-09,60-69,89.69,82.76
Sweden,2021-07-09,70-79,95.48,91.19
Sweden,2021-07-09,80+,94.57,90.49
Sweden,2021-07-16,18-24,38.62,9.2
Sweden,2021-07-16,25-49,62.91,17.4
Sweden,2021-07-16,50-59,85.63,63.2
Sweden,2021-07-16,60-69,89.94,84.13
Sweden,2021-07-16,70-79,95.58,91.91
Sweden,2021-07-16,80+,94.61,90.6
Uruguay,2021-02-27,12-17,0.0,0.0
Uruguay,2021-02-27,18-24,0.01,0.0
Uruguay,2021-02-27,25-34,0.02,0.0
Uruguay,2021-02-27,35-44,0.03,0.0
Uruguay,2021-02-27,45-54,0.02,0.0
Uruguay,2021-02-27,55-64,0.01,0.0
Uruguay,2021-02-27,65-74,0.0,0.0
Uruguay,2021-02-27,75+,0.0,0.0
Uruguay,2021-02-28,12-17,0.0,0.0
Uruguay,2021-02-28,18-24,0.01,0.0
Uruguay,2021-02-28,25-34,0.02,0.0
Uruguay,2021-02-28,35-44,0.03,0.0
Uruguay,2021-02-28,45-54,0.02,0.0
Uruguay,2021-02-28,55-64,0.01,0.0
Uruguay,2021-02-28,65-74,0.0,0.0
Uruguay,2021-02-28,75+,0.0,0.0
Uruguay,2021-03-01,12-17,0.0,0.0
Uruguay,2021-03-01,18-24,0.32,0.0
Uruguay,2021-03-01,25-34,0.88,0.0
Uruguay,2021-03-01,35-44,1.29,0.0
Uruguay,2021-03-01,45-54,1.13,0.0
Uruguay,2021-03-01,55-64,0.43,0.0
Uruguay,2021-03-01,65-74,0.0,0.0
Uruguay,2021-03-01,75+,0.0,0.0
Uruguay,2021-03-02,12-17,0.0,0.0
Uruguay,2021-03-02,18-24,0.65,0.0
Uruguay,2021-03-02,25-34,1.63,0.0
Uruguay,2021-03-02,35-44,2.3,0.0
Uruguay,2021-03-02,45-54,1.95,0.0
Uruguay,2021-03-02,55-64,0.74,0.0
Uruguay,2021-03-02,65-74,0.0,0.0
Uruguay,2021-03-02,75+,0.0,0.0
Uruguay,2021-03-03,12-17,0.0,0.0
Uruguay,2021-03-03,18-24,1.13,0.0
Uruguay,2021-03-03,25-34,2.71,0.0
Uruguay,2021-03-03,35-44,3.78,0.0
Uruguay,2021-03-03,45-54,3.15,0.0
Uruguay,2021-03-03,55-64,1.18,0.0
Uruguay,2021-03-03,65-74,0.0,0.0
Uruguay,2021-03-03,75+,0.0,0.0
Uruguay,2021-03-04,12-17,0.0,0.0
Uruguay,2021-03-04,18-24,1.35,0.0
Uruguay,2021-03-04,25-34,3.21,0.0
Uruguay,2021-03-04,35-44,4.37,0.0
Uruguay,2021-03-04,45-54,3.64,0.0
Uruguay,2021-03-04,55-64,1.35,0.0
Uruguay,2021-03-04,65-74,0.0,0.0
Uruguay,2021-03-04,75+,0.0,0.0
Uruguay,2021-03-05,12-17,0.0,0.0
Uruguay,2021-03-05,18-24,1.56,0.0
Uruguay,2021-03-05,25-34,3.75,0.0
Uruguay,2021-03-05,35-44,4.97,0.0
Uruguay,2021-03-05,45-54,4.13,0.0
Uruguay,2021-03-05,55-64,1.53,0.0
